./exvr_fetcher exvr_fetcher.cfg
Log_Util::load_log_masks(): All Modules: ods_utils, vrspider, platform, ods_utils_util
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] [ConfigManager::loadOptions] FetchTaskNum: 8
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] [ConfigManager::loadOptions] MysqlHandleNum: 1
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] [ConfigManager::loadOptions] OnlineTaskNum: 3
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] [ConfigManager::loadOptions] UrlupdateTaskNum: 8
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] [ConfigManager::loadOptions] WriteTaskNum: 6
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] [ConfigManager::loadOptions] updateDeleteNum: 6
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] [ConfigManager::loadOptions] load UrlTransformServers is ok: 10.12.141.66:9096
[vrspider:LM_INFO] [20170124 16:14:31] [cf76e860] [CWriteTask::open ]load vr_resource configiguration: 10.139.22.134 root root open_data
[vrspider:LM_INFO] [20170124 16:14:31] [cf76e860] [CWriteTask::open]load vr_info configiguration: 10.139.22.134 root root ubs_spider
[vrspider:LM_INFO] [20170124 16:14:31] [cf76e860] [CWriteTask::open]load cr_info configiguration: 10.139.22.134 root root external
[vrspider:LM_INFO] [20170124 16:14:31] [cf76e860] cycy spider_type:5 res_priority:0
[vrspider:LM_INFO] [20170124 16:14:31] [cf76e860] [CWriteTask::open ]load ValidateCount configiguration: data/base/schemaFileXX.xsd data/base/lengthFileX
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] [load_location] list data/location.dat begin
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 410700
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 410800
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒ 410900
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒ 411000
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒ 411100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒Ͽ 411200
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 411300
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 411400
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 411500
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒ܿ▒ 411600
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        פ▒▒▒ 411700
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒ 420000[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒ ▒人 420100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒ʯ 420200
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ʮ▒▒ 420300
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒˲▒ 420500
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒差 420600
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 420700
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 420800
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        Т▒▒ 420900
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 421000
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒Ƹ▒ 421100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 421200
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 421300
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒ʩ 422800
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒ 430000[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒ ▒▒ɳ 430100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 430200
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒̶ 430300
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 430400
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 430500
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 430600
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 430700
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒żҽ▒ 430800
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 430900
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 431000
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 431100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 431200
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ¦▒▒ 431300
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 433100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒㶫 440000[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒㶫   ▒▒▒▒ 440100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒㶫 ▒ع▒ 440200
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒㶫 ▒▒▒▒ 440300
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒㶫 ▒麣 440400
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒㶫 ▒▒ͷ 440500
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒㶫 ▒▒ɽ 440600
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒㶫 ▒▒▒▒ 440700
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒㶫 տ▒▒ 440800
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒㶫 ï▒▒ 440900
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒㶫 ▒▒▒▒ 441200
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒㶫 ▒▒▒▒ 441300
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒㶫 ÷▒▒ 441400
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒㶫 ▒▒β 441500
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒㶫 ▒▒Դ 441600
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒㶫 ▒▒ 441700
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒㶫 ▒▒Զ 441800
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒㶫 ▒▒ݸ 441900
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒㶫 ▒▒ɽ 442000
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒㶫 ▒▒▒▒ 445100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒㶫 ▒▒▒▒ 445200
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒㶫 ▒Ƹ▒ 445300
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒ 450000[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒ ▒▒▒▒ 450100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 450200
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 450300
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 450400
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 450500
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒Ǹ▒ 450600
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 450700
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒ 450800
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 450900
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒ɫ 451000
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 451100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒ӳ▒ 451200
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒ 451300
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 451400
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒ 460000[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒ ▒▒▒▒ 460100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 460200
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒ 500000[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒Ĵ▒ 510000[vrspider:LM] [20170124 16:14:31] [cf76e860] location ▒Ĵ▒   ▒ɶ▒ 510100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒Ĵ▒ ▒Թ▒ 510300
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒Ĵ▒ ▒▒֦▒▒ 510400
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒Ĵ▒ ▒▒▒▒ 510500
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒Ĵ▒ ▒▒▒▒ 510600
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒Ĵ▒ ▒▒▒▒ 510700
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒Ĵ▒ ▒▒Ԫ 510800
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒Ĵ▒ ▒▒▒▒ 510900
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒Ĵ▒ ▒ڽ▒ 511000
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒Ĵ▒ ▒▒ɽ 511100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒Ĵ▒ ▒ϳ▒ 511300
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒Ĵ▒ üɽ 511400
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒Ĵ▒ ▒˱▒ 511500
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒Ĵ▒ ▒㰲 511600
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒Ĵ▒ ▒▒▒▒ 511700
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒Ĵ▒ ▒Ű▒ 511800
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒Ĵ▒ ▒▒▒▒ 511900
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒Ĵ▒ ▒▒▒▒ 512000
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒Ĵ▒ ▒▒▒▒ 513200
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒Ĵ▒ ▒▒▒▒ 513300
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒Ĵ▒ ▒ɽ 513400
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒ 520000[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒ ▒▒▒▒ 520100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ˮ 520200
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 520300
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒˳ 520400
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ͭ▒▒ 522200
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ǭ▒▒▒▒ 522300
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒Ͻ▒ 522400
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ǭ▒▒▒▒ 522600
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ǭ▒▒ 522700
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒ 530000[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒ ▒▒▒ 530100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒ 530300
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒Ϫ 530400
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒ɽ 530500
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒ͨ 530600
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒ 530700
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ˼é 530800
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒ٲ▒ 530900
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 532300
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒ 532500
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒ɽ 532600
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒˫▒▒▒▒ 532800
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 532900
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒º▒ 533100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ŭ▒▒ 533300
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 533400
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒ 540000[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒   ▒▒▒ 540100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒ ▒▒ 542100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒ ɽ▒▒ 542200
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒ ▒տ▒▒▒ 542300
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒ ▒▒▒▒ 542400
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒ ▒▒▒▒ 542500
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒ ▒▒֥ 542600
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒ 610000[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒ ▒▒ 610100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ͭ▒▒ 610200
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 610300
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 610400
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        μ▒▒ 610500
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒Ӱ▒ 610600
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 610700
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 610800
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 610900
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 611000
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒ 620000[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒ ▒▒▒ 620100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒▒ 620200
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒ 620300
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 620400
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒ˮ 620500
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 620600
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒Ҵ 620700
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ƽ▒ 620800
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒Ȫ 620900
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 621000
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 621100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ¤▒▒ 621200
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 622900
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 623000
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒ຣ 630000[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒ຣ     ▒▒▒▒ 630100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒ຣ  ▒▒▒▒ 632100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒ຣ  ▒▒▒▒ 632200
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒ຣ  ▒▒▒▒ 632300
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒ຣ  ▒▒▒▒ 632500
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒ຣ  ▒▒▒▒ 632600
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒ຣ  ▒▒▒▒ 632700
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒ຣ  ▒▒▒▒ 632800
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒ 640000[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒ ▒▒ 640100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ʯ▒▒ɽ 640200
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 640300
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒ԭ 640400
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒▒        ▒▒▒▒ 640500
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒½▒ 650000[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒½▒   ▒▒³ľ▒▒ 650100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒½▒ ▒▒▒▒▒▒▒ 650200
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒½▒ ▒▒³▒▒ 652100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒½▒ ▒▒▒▒ 652200
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒½▒ ▒▒ 652300
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒½▒ ▒▒▒▒▒▒▒▒ɹ▒ 652700
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒½▒ ▒▒▒▒▒▒▒▒ɹ▒ 652800
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒½▒ ▒▒▒▒▒▒ 652900
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒½▒ ▒▒▒▒▒▒▒տ¶▒▒▒▒ 653000
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒½▒ ▒▒ʲ 653100
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒½▒ ▒▒▒▒ 653200
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒½▒ ▒▒▒▒ 654000
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒½▒ ▒▒▒▒ 654200
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒½▒ ▒▒▒▒̩ 654300
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ̨▒▒ 710000[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] location ▒▒▒ 810000[vrspider:LM_T[20170124 16:14:31] [cf76e860] location ▒▒▒▒ 820000[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] reload location list data/location.dat finished, 36s have been loaded
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] CWriteTask::open(0085e7a8):load length success
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] [CWriteTask::open] thread num:6
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] [CUrlUpdateTask::open] thread num:8
[vrspider:LM_ERROR] [20170124 16:14:31] [cf34a700] CWriteTask::svc(0085e7a8):Mysql: connect vr fail: Can't connect to MySQL server on '10.139.22.134' (11.139.22.134: root :root
[vrspider:LM_ERROR] [20170124 16:14:31] [cf34a700] CWriteTask::svc(0085e7a8):Mysql: open database fail: MySQL server has gone away
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] [CFetchTask::open] thread num:8
[vrspider:LM_INFO] [20170124 16:14:31] [cf76e860] load  vr_resource configiguration: 10.139.22.134 root root open_data
[vrspider:LM_INFO] [20170124 16:14:31] [cf76e860] load vr_resource configiguration: 10.139.22.134 root root external
[Mysql::execute] time:1275
[vrspider:LM_TRACE] [20170124 16:14:31] [cdf48700] CWriteTask::svc(0085e7a8):Mysql vr success
[vrspider:LM_ERROR] [20170124 16:14:31] [cf76e860] CScanTask::svc(008647e8):redis: get random unique_set_name success5_IncrUniqueNum_Set_2
[vrspider:LM_INFO] [20170124 16:14:31] [cf76e860] CDeleteTask load vr_resource configiguration: 10.139.22.134 root root open_data
[TEST] the FileterTplids is 700
[vrspider:LM_INFO] [20170124 16:14:31] [cf76e860] [COnlineTask::open]load vr_resource configiguration: 10.139.22.134 root root open_data
[vrspider:LM_TRACE] [20170124 16:14:31] [cf76e860] [COnlineTask::open] thread num: 3
[Mysql::execute] time:1198
[vrspider:LM_TRACE] [20170124 16:14:31] [cd547700] CWriteTask::svc(0085e7a8):Mysql vr success
[Mysql::execute] time:1198
[vrspider:LM_TRACE] [20170124 16:14:31] [ccb46700] CWriteTask::svc(0085e7a8):Mysql vr success
[Mysql::execute] time:1752
[vrspider:LM_TRACE] [20170124 16:14:31] [bffff700] CWriteTask::svc(0085e7a8):Mysql vr success
[Mysql::execute] time:1256
[vrspider:LM_TRACE] [20170124 16:14:31] [bf5fe700] CUrlUpdateTask::svc(0085c448):Mysql vr success
[vrspider:LM_TRACE] [20170124 16:14:31] [bf5fe700] CUrlUpdateTask::svc(0085c448): begin to loop
[Mysql::execute] time:1225
[vrspider:LM_TRACE] [20170124 16:14:31] [bebfd700] CUrlUpdateTask::svc(0085c448):Mysql vr success
[vrspider:LM_TRACE] [20170124 16:14:31] [bebfd700] CUrlUpdateTask::svc(0085c448): begin to loop
[Mysql::execute] time:1281
[vrspider:LM_TRACE] [20170124 16:14:31] [be1fc700] CUrlUpdateTask::svc(0085c448):Mysql vr success
[vrspider:LM_TRACE] [20170124 16:14:31] [be1fc700] CUrlUpdateTask::svc(0085c448): begin to loop
[Mysql::execute] time:1320
[vrspider:LM_TRACE] [20170124 16:14:31] [bd7fb700] CUrlUpdateTask::svc(0085c448):Mysql vr success
[vrspider:LM_TRACE] [20170124 16:14:31] [bd7fb700] CUrlUpdateTask::svc(0085c448): begin to loop
[Mysql::execute] time:1239
[vrspider:LM_TRACE] [20170124 16:14:31] [bcbec700] CUrlUpdateTask::svc(0085c448):Mysql vr success
[vrspider:LM_TRACE] [20170124 16:14:31] [bcbec700] CUrlUpdateTask::svc(0085c448): begin to loop
[Mysql::execute] time:1332
[vrspider:LM_TRACE] [20170124 16:14:31] [9ffff700] CUrlUpdateTask::svc(0085c448):Mysql vr success
[vrspider:LM_TRACE] [20170124 16:14:31] [9ffff700] CUrlUpdateTask::svc(0085c448): begin to loop
[Mysql::execute] time:1172
[vrspider:LM_TRACE] [20170124 16:14:31] [9f5fe700] CUrlUpdateTask::svc(0085c448):Mysql vr success
[vrspider:LM_TRACE] [20170124 16:14:31] [9f5fe700] CUrlUpdateTask::svc(0085c448): begin to loop
[Mysql::execute] time:1457
[vrspider:LM_TRACE] [20170124 16:14:31] [cf34a700] CWriteTask::svc(0085e7a8):Mysql vr success
[Mysql::execute] time:1274
[vrspider:LM_TRACE] [20170124 16:14:31] [ce949700] CWriteTask::svc(0085e7a8):Mysql vr success
[Mysql::execute] time:1251
[vrspider:LM_TRACE] [20170124 16:14:31] [9ebfd700] CUrlUpdateTask::svc(0085c448):Mysql vr success
[vrspider:LM_TRACE] [20170124 16:14:31] [9ebfd700] CUrlUpdateTask::svc(0085c448): begin to loop
[Mysql::execute] time:1246
